Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Sierra Leone,"Population, male",1119748,1135072,1151295,1168321,1186024,1204351,1223239,1242860,1263666,1286246,1311021,1338186,1367611,1398975,1431830,1465809,1500845,1537057,1574428,1613016,1652859,1693084,1733515,1775589,1821356,1871786,1928591,1990052,2049517,2098008,2129571,2142158,2139194,2127089,2115136,2110602,2114286,2125753,2149627,2191137,2253351,2339205,2446227,2565206,2683275,2791066,2885198,2968011,3042818,3115345,3189798,3266642,3344352,3422932,3502075,3581568,3661629,3742545,3824000,3906000,3988000,4071000,4153000,4236000,4319000,4403000,4487000,4571000,4656000,4740000,4825000,4910000,4994000,5079000,5163000,5247000,5331000,5415000,5498000,5580000,5662000,5743000,5824000,5903000,5982000,6060000,6137000,6213000,6288000,6362000,6435000
Singapore,"Population, male",867319,893786,914745,933486,953283,973101,994931,1015296,1031731,1046479,1062080,1081035,1100690,1121016,1139456,1155884,1171190,1187088,1201095,1216020,1231360,1292069,1350268,1367915,1393249,1393352,1389021,1406052,1437827,1476917,1533025,1576429,1624944,1667607,1721384,1774064,1845960,1906272,1968708,1980944,2012218,2064239,2080441,2047481,2070695,2117167,2181390,2270925,2391886,2462584,2505008,2557228,2621068,2664765,2700649,2733768,2770103,2773000,2810000,2842000,2868000,2891000,2912000,2932000,2952000,2971000,2991000,3009000,3026000,3042000,3057000,3071000,3084000,3095000,3106000,3115000,3123000,3130000,3135000,3140000,3143000,3146000,3147000,3148000,3148000,3147000,3146000,3144000,3141000,3138000,3135000
Slovak Republic,"Population, male",2008036,2070373,2094326,2116586,2139221,2160651,2180249,2198039,2214040,2230023,2238575,2247004,2265315,2286458,2309294,2332788,2356784,2381110,2404734,2427828,2446773,2463249,2480837,2497228,2512687,2527918,2541882,2554351,2566215,2576899,2586549,2586860,2586034,2594317,2603031,2609229,2613457,2617105,2619526,2621152,2616580,2610775,2608838,2606234,2604997,2604797,2604701,2605478,2607966,2611932,2615093,2619446,2625101,2629163,2632812,2636126,2639992,2644561,2645000,2645000,2644000,2644000,2642000,2640000,2637000,2633000,2629000,2623000,2617000,2610000,2601000,2593000,2583000,2573000,2562000,2551000,2539000,2527000,2516000,2504000,2493000,2481000,2470000,2459000,2449000,2438000,2428000,2418000,2408000,2398000,2387000
Slovenia,"Population, male",759149,763452,767619,773653,780929,789701,800957,812272,821650,828120,834895,842267,849368,856306,860488,868333,880363,889939,898617,907666,916770,920197,923626,931324,937777,943505,955809,967346,969565,969541,969845,969858,967807,965016,963776,964371,964816,965130,964872,967130,970977,972703,973484,973469,973981,976479,981507,989806,994571,1006589,1013281,1016862,1019789,1021499,1022690,1023745,1024920,1026256,1027000,1028000,1029000,1029000,1030000,1030000,1029000,1029000,1028000,1027000,1026000,1024000,1022000,1020000,1018000,1015000,1012000,1009000,1006000,1003000,1000000,996000,993000,990000,987000,984000,980000,977000,974000,971000,968000,965000,961000
Solomon Islands,"Population, male",63239,64937,66665,68446,70300,72279,74383,76599,78969,81510,84234,87159,90271,93546,96955,100455,104040,107719,111467,115301,119208,123198,127251,131351,135449,139530,143574,147604,151679,155863,160213,164748,169442,174308,179334,184500,189828,195292,200860,206468,212086,217689,223297,228891,234478,240060,245611,251153,256722,262385,268168,274104,280165,286319,292483,298627,304722,310794,317000,323000,329000,335000,341000,348000,354000,360000,366000,373000,379000,386000,392000,399000,406000,412000,419000,426000,432000,439000,446000,452000,459000,466000,472000,479000,485000,492000,498000,505000,511000,517000,523000
Somalia,"Population, male",1363645,1392157,1421650,1452223,1484021,1517149,1554569,1596922,1639512,1675769,1702717,1712575,1710801,1723255,1784959,1918173,2136574,2425058,2741824,3028262,3242821,3369440,3422189,3426471,3421568,3436082,3478477,3539684,3610180,3674170,3721195,3748297,3762891,3777185,3808123,3867543,3960252,4081758,4223224,4371291,4516198,4655347,4791590,4927142,5066073,5211304,5363188,5520411,5682389,5848183,6017231,6189414,6365394,6546336,6733831,6929043,7132386,7343690,7563000,7789000,8023000,8264000,8513000,8768000,9030000,9298000,9571000,9851000,10136000,10428000,10725000,11029000,11338000,11653000,11973000,12300000,12631000,12969000,13311000,13660000,14014000,14373000,14738000,15108000,15484000,15865000,16251000,16642000,17038000,17439000,17843000
South Africa,"Population, male",8727776,8955624,9192152,9437650,9692407,9956614,10230018,10512444,10804181,11105608,11416713,11738126,12069023,12406258,12745655,13084401,13420176,13754103,14090968,14437666,14798641,15176797,15569341,15968245,16362219,16743666,17107804,17458200,17805688,18165779,18548805,18958837,19389919,19830128,20262419,20674311,21061873,21428203,21776433,22112371,22440368,22762227,23076881,23382830,23677661,23960660,24229843,24488750,24748920,25025617,25329196,25664526,26026950,26405349,26783491,27149317,27499171,27835727,28161000,28478000,28791000,29099000,29401000,29695000,29982000,30260000,30531000,30793000,31048000,31298000,31544000,31786000,32023000,32258000,32488000,32715000,32938000,33157000,33373000,33585000,33793000,33997000,34197000,34392000,34582000,34767000,34946000,35121000,35289000,35452000,35609000
South Sudan,"Population, male",1484329,1510950,1539029,1568583,1599638,1632233,1666397,1702126,1739465,1778445,1819114,1861559,1905859,1952090,2000349,2050730,2102504,2155635,2211670,2272723,2339866,2413440,2491564,2570227,2644088,2708948,2766077,2816026,2853436,2871579,2867286,2836191,2784065,2730370,2701485,2715917,2782065,2893703,3036782,3189932,3337663,3475066,3607152,3740156,3884113,4045801,4226625,4422263,4626879,4832243,5032249,5224984,5411718,5593464,5772353,5950074,6126467,6301018,6475000,6649000,6824000,7002000,7181000,7361000,7544000,7727000,7912000,8098000,8286000,8475000,8666000,8857000,9050000,9245000,9441000,9638000,9837000,10037000,10239000,10442000,10647000,10852000,11059000,11266000,11474000,11683000,11893000,12103000,12314000,12525000,12737000
Spain,"Population, male",14791891,14940010,15086866,15227440,15386429,15560885,15727015,15927325,16142742,16309350,16499706,16709607,16906334,17106153,17305982,17505305,17701579,17894082,18075475,18242415,18394824,18529857,18643711,18735329,18811993,18877083,18928468,18970942,19003698,19026130,19039058,19082363,19172186,19269731,19361635,19449561,19535352,19624377,19715407,19808103,19912437,20069143,20374436,20767149,21149757,21530626,21918403,22348101,22722937,22930377,23028108,23086389,23064354,22945591,22837535,22791357,22796110,22836508,22847000,22859000,22859000,22853000,22841000,22825000,22807000,22785000,22760000,22733000,22705000,22678000,22655000,22632000,22609000,22584000,22558000,22528000,22497000,22465000,22430000,22392000,22352000,22308000,22261000,22211000,22157000,22098000,22036000,21969000,21898000,21822000,21738000
Sri Lanka,"Population, male",5183213,5293563,5405869,5520969,5640268,5764542,5894175,6028112,6163959,6298507,6429451,6555558,6677465,6797019,6917048,7039468,7164961,7292488,7420204,7545457,7666381,7782077,7893183,8001282,8108694,8216987,8326362,8435801,8544042,8649283,8750013,8846509,8938661,9024182,9100201,9165023,9217275,9258457,9293265,9328242,9368064,9414539,9466299,9521003,9574905,9625259,9671623,9714913,9755269,9793130,9828884,9862343,9893609,9950588,10022092,10100222,10201130,10306308,10341000,10374000,10401000,10425000,10444000,10460000,10472000,10481000,10488000,10491000,10493000,10492000,10490000,10486000,10480000,10473000,10465000,10456000,10445000,10433000,10418000,10402000,10382000,10361000,10337000,10310000,10281000,10249000,10214000,10176000,10137000,10095000,10051000
St. Lucia,"Population, male",43203,43544,44076,44759,45509,46272,47048,47839,48628,49386,50094,50730,51307,51869,52465,53164,53972,54881,55831,56786,57702,58545,59353,60151,61019,61996,63100,64309,65559,66761,67850,68806,69645,70417,71210,72064,73005,74014,75036,76001,76861,77578,78185,78750,79370,80096,80962,81943,82955,83894,84687,85304,85772,86142,86464,86812,87173,87551,88000,88000,89000,89000,89000,90000,90000,90000,90000,90000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,90000,90000,90000,90000,90000,89000,89000,89000,88000
St. Vincent and the Grenadines,"Population, male",37950,38489,38958,39390,39809,40255,40728,41217,41727,42248,42784,43323,43876,44440,45021,45609,46229,46853,47485,48091,48674,49216,49730,50212,50695,51184,51688,52195,52676,53105,53444,53704,53884,53998,54077,54138,54180,54207,54232,54274,54331,54422,54542,54670,54804,54912,55005,55080,55136,55174,55201,55204,55190,55177,55190,55223,55306,55417,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,55000,55000,55000,55000,55000,55000,54000,54000,54000
Sudan,"Population, male",3768217,3880911,3998491,4121154,4249153,4382692,4522131,4667732,4819584,4977696,5142242,5313099,5490706,5676457,5872128,6078932,6297335,6526759,6766020,7013363,7267382,7528753,7797709,8072000,8348713,8626358,8901440,9175752,9459229,9765520,10103185,10477931,10883612,11302518,11709955,12088657,12430817,12742913,13039336,13341599,13664864,14015338,14387094,14768800,15143538,15499997,15834207,16152854,16468129,16797396,17153256,17539923,17953940,18390843,18843070,19305000,19775707,20257033,20749000,21254000,21770000,22299000,22839000,23389000,23947000,24513000,25086000,25666000,26252000,26844000,27444000,28049000,28660000,29277000,29898000,30523000,31152000,31785000,32421000,33059000,33700000,34342000,34986000,35631000,36278000,36926000,37575000,38225000,38876000,39528000,40181000
Suriname,"Population, male",144993,148910,152820,156803,160957,165303,169954,174782,179327,182963,185283,186088,185585,184265,182834,181827,181414,181513,181986,182598,183220,183799,184462,185395,186819,188904,191703,195113,198955,202972,206949,210849,214669,218354,221856,225121,228111,230830,233361,235829,238326,240870,243453,246061,248684,251303,253931,256567,259216,261882,264561,267239,269925,272592,275222,277796,280298,282738,285000,287000,290000,292000,294000,296000,298000,300000,301000,303000,305000,306000,308000,309000,310000,311000,313000,314000,314000,315000,316000,317000,317000,318000,318000,319000,319000,320000,320000,320000,320000,320000,320000
Swaziland,"Population, male",169028,172684,176150,179565,183139,187005,191221,195750,200641,205915,211572,217645,224128,230991,238163,245597,253350,261425,269724,278106,286501,294748,302954,311620,321451,332873,346143,360944,376492,391696,405761,418339,429631,440039,450234,460659,471531,482613,493339,502905,510818,516809,521264,525058,529391,535160,542655,551651,561790,572486,583309,594186,605227,616407,627714,639129,650624,662136,674000,685000,696000,708000,719000,730000,741000,752000,763000,774000,784000,795000,806000,816000,827000,837000,848000,858000,869000,880000,890000,901000,911000,921000,932000,942000,952000,962000,972000,982000,991000,1001000,1010000
Sweden,"Population, male",3733198,3751492,3773092,3795380,3824801,3861815,3899462,3930082,3952428,3979808,4015732,4041051,4049717,4052839,4060635,4073026,4084465,4095905,4104967,4111067,4116463,4118282,4117482,4116409,4117798,4123069,4132074,4146113,4165967,4194722,4227935,4257253,4282520,4307573,4338418,4361478,4368790,4371768,4374858,4379212,4387548,4400990,4417335,4436188,4456489,4477600,4506575,4544223,4584071,4627539,4671177,4710289,4748680,4792299,4843205,4897811,4962865,5038312,5076000,5114000,5154000,5192000,5230000,5267000,5303000,5337000,5370000,5401000,5431000,5460000,5488000,5515000,5541000,5567000,5592000,5619000,5646000,5673000,5701000,5730000,5759000,5788000,5818000,5848000,5878000,5909000,5939000,5970000,6000000,6030000,6059000
Switzerland,"Population, male",2580714,2634780,2705288,2766818,2816044,2851658,2884368,2922911,2962166,2997284,3019809,3035632,3058041,3079294,3094206,3091048,3071556,3059231,3057740,3062540,3074027,3090938,3109795,3124405,3137095,3152410,3170239,3191567,3216370,3243584,3277968,3319861,3357102,3388076,3415348,3438373,3453728,3462227,3472765,3489693,3509827,3532690,3560269,3587920,3614448,3640276,3666645,3703751,3755812,3807911,3852549,3900234,3946311,3996107,4048932,4098592,4146377,4194547,4230000,4264000,4297000,4329000,4360000,4390000,4420000,4449000,4477000,4505000,4531000,4556000,4580000,4603000,4625000,4646000,4667000,4687000,4707000,4725000,4744000,4761000,4778000,4794000,4810000,4825000,4840000,4854000,4868000,4881000,4895000,4908000,4920000
Syrian Arab Republic,"Population, male",2337865,2410785,2486291,2564699,2646431,2731856,2821052,2914042,3011032,3112238,3217838,3328141,3443198,3562551,3685568,3811886,3941004,4073355,4210610,4355081,4508218,4670739,4841670,5018749,5198822,5379521,5560115,5741103,5922870,6106246,6291884,6479459,6668733,6860543,7056008,7255800,7460977,7671045,7883400,8094410,8301811,8497455,8681602,8869734,9083487,9334248,9637512,9978071,10300027,10527281,10609278,10526374,10306703,10007087,9709384,9476226,9319586,9231064,9228000,9324000,9526000,9849000,10281000,10780000,11281000,11739000,12138000,12485000,12790000,13071000,13340000,13598000,13838000,14063000,14278000,14486000,14688000,14885000,15077000,15264000,15448000,15629000,15807000,15981000,16151000,16316000,16475000,16630000,16780000,16925000,17065000
Tajikistan,"Population, male",1015083,1050906,1089390,1130002,1171913,1214511,1257672,1301501,1345833,1390566,1435611,1480966,1526674,1572861,1619696,1667377,1715902,1765440,1816546,1869930,1926106,1984882,2046070,2110072,2177349,2247990,2322448,2399869,2477435,2551394,2619106,2679709,2734093,2783591,2830371,2876225,2921364,2965925,3011594,3060347,3113660,3172341,3236218,3304564,3376117,3449915,3525763,3603881,3684200,3766717,3851352,3937935,4026160,4115719,4206239,4297349,4388876,4480617,4572000,4663000,4753000,4843000,4931000,5018000,5104000,5188000,5272000,5354000,5435000,5516000,5596000,5677000,5757000,5838000,5920000,6002000,6084000,6168000,6251000,6336000,6420000,6505000,6589000,6674000,6757000,6840000,6921000,7001000,7079000,7156000,7232000
Tanzania,"Population, male",4935023,5083473,5237689,5397636,5563184,5734384,5911101,6093725,6283534,6482151,6690715,6909919,7139366,7377687,7622904,7873624,8129412,8390935,8659251,8935929,9222126,9518724,9825588,10141678,10465384,10795904,11131439,11473107,11826311,12198424,12593971,13016642,13462920,13921568,14376912,14818278,15242342,15654258,16062410,16479154,16914323,17369951,17845733,18346385,18876870,19440653,20040656,20676460,21343892,22036516,22749589,23481793,24234425,25008404,25805502,26626880,27472687,28341970,29234000,30146000,31078000,32029000,32999000,33991000,35004000,36040000,37098000,38180000,39285000,40413000,41563000,42737000,43934000,45153000,46394000,47656000,48937000,50239000,51561000,52901000,54260000,55637000,57032000,58443000,59871000,61314000,62773000,64247000,65735000,67240000,68761000
Thailand,"Population, male",13718971,14133766,14563391,15007694,15466500,15939424,16425301,16923106,17432615,17953747,18485692,19027990,19578136,20130739,20678992,21217611,21744514,22259598,22762097,23251953,23729313,24192026,24639894,25077443,25510994,25944505,26381261,26818438,27246553,27652441,28027322,28366281,28673898,28962387,29249189,29546438,29858796,30181097,30503634,30812008,31095804,31352392,31585197,31797115,31993177,32177316,32349481,32508950,32658233,32800412,32937517,33071121,33200429,33322186,33431636,33525448,33602744,33664899,33714000,33751000,33781000,33801000,33814000,33818000,33817000,33809000,33797000,33779000,33756000,33726000,33690000,33648000,33599000,33543000,33480000,33409000,33331000,33244000,33151000,33049000,32941000,32825000,32703000,32574000,32438000,32297000,32150000,31997000,31840000,31678000,31512000
Timor-Leste,"Population, male",253705,258247,262978,267900,273025,278345,283679,288958,294447,300513,307313,315346,324247,332317,337250,337591,332429,322774,311396,302190,297919,299640,306458,316727,327895,338119,346771,354420,361844,370281,380487,393009,407212,421323,432941,440470,442934,441272,438200,437565,442014,452701,468533,487211,505301,520410,531747,540219,547102,554365,563433,574652,587491,601492,615916,630202,644255,658290,672000,687000,701000,717000,732000,748000,764000,780000,797000,813000,830000,848000,865000,882000,900000,918000,936000,954000,972000,990000,1008000,1026000,1044000,1063000,1081000,1099000,1117000,1136000,1154000,1172000,1190000,1208000,1227000
Togo,"Population, male",778785,787261,794867,804349,819407,842497,874895,915207,959920,1004037,1043945,1078682,1109357,1136986,1163396,1190085,1216851,1243667,1272368,1305285,1343976,1389276,1440477,1495656,1552030,1607500,1661754,1715261,1767617,1818554,1868054,1915520,1961366,2007839,2057992,2113926,2176687,2245451,2318245,2392101,2464925,2536086,2606337,2676688,2748740,2823622,2901558,2982127,3065139,3150226,3237089,3325724,3416172,3508176,3601435,3695716,3790924,3887056,3984000,4082000,4182000,4282000,4384000,4487000,4591000,4696000,4803000,4912000,5021000,5132000,5244000,5358000,5472000,5587000,5703000,5821000,5938000,6057000,6176000,6296000,6416000,6536000,6656000,6777000,6898000,7019000,7139000,7260000,7380000,7501000,7621000
Tonga,"Population, male",31271,32389,33698,35129,36569,37934,39202,40396,41475,42414,43200,43804,44236,44567,44880,45238,45674,46164,46661,47081,47367,47514,47537,47495,47460,47482,47578,47731,47918,48107,48247,48343,48424,48483,48575,48709,48901,49142,49410,49666,49885,50051,50191,50324,50469,50671,50922,51227,51560,51875,52155,52380,52586,52788,53025,53332,53725,54189,55000,55000,56000,56000,57000,57000,58000,58000,59000,59000,60000,60000,61000,61000,62000,63000,63000,64000,64000,65000,65000,66000,66000,67000,67000,68000,68000,69000,69000,70000,70000,70000,71000
Trinidad and Tobago,"Population, male",425771,433853,440695,446397,451145,455130,458317,460791,463089,465857,469591,474512,480529,487355,494551,501787,508952,516137,523465,531149,539299,547957,556961,565961,574465,582152,588866,594687,599755,604333,608616,612661,616424,619798,622644,624878,626459,627525,628337,629272,630612,632442,634724,637341,640125,642931,645737,648558,651411,654317,657281,660286,663292,666169,668802,671086,672976,674470,676000,676000,677000,677000,677000,676000,676000,675000,674000,672000,671000,669000,668000,666000,664000,662000,660000,658000,656000,654000,651000,649000,647000,644000,642000,639000,637000,634000,631000,629000,626000,623000,620000
Tunisia,"Population, male",2082187,2114832,2152089,2193246,2237019,2282497,2329613,2378720,2429797,2482820,2537817,2594874,2654007,2715052,2777781,2842145,2907734,2974826,3044871,3119809,3200864,3288638,3382231,3479622,3577965,3675120,3769911,3862579,3954083,4046068,4139447,4234537,4330037,4423295,4510735,4589802,4659897,4721779,4776028,4823727,4866000,4902775,4934690,4964558,4995947,5031534,5072490,5118496,5168733,5221655,5276099,5331846,5389229,5448154,5508579,5570360,5633365,5697119,5761000,5823000,5883000,5941000,5996000,6048000,6098000,6145000,6191000,6233000,6274000,6312000,6348000,6382000,6415000,6446000,6476000,6505000,6533000,6561000,6588000,6615000,6641000,6667000,6693000,6719000,6744000,6769000,6792000,6816000,6838000,6859000,6880000
Turkey,"Population, male",13692633,14021107,14355670,14696914,15045651,15402585,15767529,16140600,16523253,16917291,17323803,17743653,18175908,18617696,19065019,19515005,19965688,20417742,20874075,21339048,21815301,22303770,22801857,23304374,23804229,24296163,24778730,25252926,25718911,26177659,26630242,27075855,27514942,27951472,28390724,28836409,29289935,29750081,30214659,30680211,31144013,31608022,32072999,32533848,32983843,33419567,33836453,34239579,34646916,35082894,35564197,36093447,36662268,37262158,37880004,38503089,39134031,39767135,40371000,40907000,41349000,41681000,41916000,42086000,42237000,42403000,42592000,42799000,43022000,43254000,43489000,43731000,43982000,44235000,44484000,44723000,44949000,45163000,45367000,45561000,45748000,45927000,46097000,46259000,46411000,46553000,46687000,46810000,46924000,47029000,47123000
Turkmenistan,"Population, male",781756,808741,836735,865472,894634,924005,953420,982910,1012627,1042829,1073709,1105281,1137469,1170179,1203295,1236711,1270501,1304700,1339190,1373795,1408462,1443128,1477970,1513497,1550353,1589003,1629270,1671000,1714728,1761133,1810468,1863188,1918482,1973775,2025649,2071646,2110941,2144271,2172828,2198500,2222834,2246150,2268457,2290684,2313876,2338884,2366011,2395431,2427689,2463291,2502514,2545621,2592265,2641249,2690950,2740071,2788175,2835287,2881000,2926000,2969000,3011000,3052000,3090000,3127000,3163000,3198000,3231000,3263000,3294000,3324000,3354000,3383000,3412000,3441000,3469000,3498000,3526000,3554000,3582000,3610000,3638000,3665000,3691000,3717000,3742000,3767000,3790000,3812000,3833000,3852000
Uganda,"Population, male",3374296,3482428,3598125,3720715,3849129,3982365,4120786,4264052,4409584,4554031,4695217,4832025,4965714,5099477,5237867,5384307,5540301,5705378,5878600,6058220,6243235,6433119,6629152,6834274,7052418,7286182,7536952,7803387,8082041,8367929,8657463,8950365,9247883,9550018,9857101,10169958,10488107,10813008,11149808,11505250,11884265,12288992,12718547,13171110,13643416,14133034,14639704,15164165,15706009,16264901,16840537,17432690,18041164,18665686,19306040,19962087,20633652,21320842,22024000,22744000,23482000,24237000,25009000,25799000,26606000,27431000,28274000,29133000,30010000,30902000,31811000,32736000,33675000,34630000,35599000,36581000,37577000,38586000,39607000,40641000,41686000,42743000,43812000,44891000,45980000,47080000,48190000,49309000,50437000,51573000,52718000
Ukraine,"Population, male",19031945,19323358,19609014,19885454,20148409,20394996,20623370,20834684,21032868,21223650,21411143,21596946,21779816,21957661,22127140,22286018,22433689,22571484,22701450,22826462,22948602,23086573,23183717,23289978,23403675,23508613,23625608,23753232,23896381,24047886,24132193,24205248,24291679,24316378,24202725,24015106,23802078,23581453,23363674,23134103,22890456,22648593,22411048,22214988,22029860,21849100,21678822,21524682,21384102,21269621,21172699,21092530,21043666,21003947,20912854,20866322,20802948,20726757,20618000,20505000,20391000,20276000,20158000,20039000,19917000,19793000,19665000,19534000,19400000,19263000,19122000,18979000,18834000,18688000,18543000,18399000,18258000,18119000,17985000,17853000,17726000,17603000,17483000,17368000,17255000,17146000,17039000,16934000,16831000,16728000,16625000
United Arab Emirates,"Population, male",46355,52265,60516,70099,79556,88089,95170,101856,110827,125708,149076,181314,221512,269363,324125,384813,452285,525588,599657,667793,725507,770484,804804,833839,865378,905152,954953,1013303,1078713,1148450,1220563,1296259,1376729,1460087,1543778,1626755,1711675,1802259,1900361,2008095,2129352,2253656,2385700,2561550,2829292,3217402,3746924,4391574,5074498,5689598,6161490,6461097,6612594,6659495,6669991,6694720,6744664,6806044,6876000,6945000,7007000,7065000,7124000,7184000,7243000,7302000,7360000,7418000,7476000,7534000,7590000,7646000,7701000,7755000,7809000,7862000,7914000,7965000,8016000,8066000,8114000,8161000,8207000,8251000,8293000,8333000,8372000,8409000,8444000,8477000,8508000
United Kingdom,"Population, male",25304066,25521020,25763383,25980779,26170569,26354322,26508747,26655125,26785618,26898687,27011329,27134262,27239894,27307647,27338576,27346746,27346257,27340287,27342052,27365041,27395092,27400857,27386138,27390128,27428531,27486858,27548051,27605576,27666806,27739058,27822071,27907993,27983554,28051547,28125535,28204832,28283792,28366020,28460957,28571791,28693896,28828842,28979289,29144782,29340885,29570557,29813042,30067601,30324707,30573978,30834234,31096726,31334695,31566304,31825636,32099343,32348007,32576204,32776000,32976000,33172000,33363000,33550000,33730000,33906000,34075000,34238000,34394000,34544000,34689000,34829000,34966000,35100000,35231000,35363000,35494000,35626000,35758000,35891000,36023000,36154000,36284000,36413000,36540000,36664000,36786000,36905000,37021000,37135000,37247000,37354000
United States,"Population, male",89503312,90966224,92347226,93655480,94925902,96066449,97111152,98088575,98981930,99871190,100975878,102217027,103291747,104265126,105198491,106201066,107154502,108161709,109234212,110379788,111402057,112488832,113579226,114647762,115664343,116695844,117758675,118778957,119821864,120933139,122308854,123987526,125778639,127526177,129183889,130812745,132419522,134095800,135736774,137370537,138971948,140416645,141784968,143064009,144443341,145822985,147269908,148704288,150141736,151490722,152791943,153972756,155182003,156342210,157574756,158818305,160032192,161216573,162443000,163675000,164910000,166144000,167372000,168589000,169792000,170975000,172134000,173267000,174372000,175448000,176495000,177512000,178503000,179470000,180415000,181341000,182250000,183144000,184021000,184884000,185734000,186572000,187402000,188226000,189048000,189873000,190700000,191532000,192369000,193210000,194046000
Uruguay,"Population, male",1270266,1285751,1300896,1315604,1329843,1343531,1356784,1369434,1380825,1390054,1396587,1400086,1401002,1400521,1400342,1401681,1404956,1409912,1416178,1423117,1430244,1437554,1445226,1453102,1461010,1468830,1476428,1483833,1491381,1499500,1508497,1518372,1528919,1539931,1551118,1562191,1573268,1584228,1594223,1602188,1607436,1609549,1608966,1606942,1605252,1605187,1607195,1610943,1615997,1621598,1627195,1632687,1638288,1644050,1650064,1656399,1663032,1669888,1677000,1684000,1691000,1697000,1703000,1710000,1716000,1722000,1727000,1733000,1738000,1743000,1748000,1753000,1757000,1762000,1765000,1769000,1773000,1776000,1779000,1781000,1784000,1786000,1788000,1790000,1792000,1793000,1795000,1796000,1797000,1797000,1798000
Uzbekistan,"Population, male",4105909,4249156,4399487,4557968,4725917,4903862,5092905,5291638,5495008,5696230,5890597,6075872,6253813,6428791,6607259,6793881,6990048,7194229,7404654,7618460,7833541,8049499,8267137,8487028,8710128,8937086,9167153,9399762,9635901,9876922,10146775,10375825,10634605,10892269,11119670,11330538,11553711,11774859,11964827,12092261,12258274,12411842,12561854,12706319,12851966,13001681,13161957,13352582,13571695,13806471,14206189,14597643,14819572,15058470,15320041,15594513,15872335,16144750,16349000,16545000,16732000,16912000,17082000,17244000,17397000,17541000,17676000,17804000,17926000,18040000,18150000,18254000,18353000,18449000,18540000,18627000,18710000,18791000,18867000,18941000,19011000,19077000,19138000,19196000,19248000,19295000,19337000,19372000,19402000,19426000,19444000
Vanuatu,"Population, male",32877,33845,34842,35889,36998,38196,39470,40830,42249,43707,45197,46693,48211,49743,51310,52906,54564,56237,57913,59527,61046,62461,63795,65072,66359,67684,69044,70451,71943,73585,75410,77459,79705,82032,84265,86304,88088,89673,91186,92802,94642,96764,99101,101617,104204,106797,109387,111984,114607,117263,119962,122709,125494,128306,131145,134007,136882,139779,143000,146000,149000,151000,154000,157000,160000,163000,166000,169000,172000,175000,178000,181000,184000,187000,190000,193000,196000,199000,202000,205000,208000,211000,214000,217000,220000,223000,226000,229000,232000,235000,238000
"Venezuela, RB","Population, male",4151917,4310866,4476888,4648321,4822709,4998188,5174499,5351876,5529581,5706822,5883196,6058178,6232194,6406972,6584901,6767747,6956182,7149852,7348239,7550392,7755648,7963659,8174703,8389434,8608740,8833125,9062768,9296897,9533825,9771324,10007670,10242224,10475105,10706378,10936406,11165454,11393320,11619788,11845154,12069840,12294123,12518029,12741378,12964096,13186013,13406968,13626956,13845818,14063080,14278102,14490421,14699759,14906157,15109908,15311501,15511223,15709154,15905033,16099000,16289000,16477000,16661000,16842000,17020000,17195000,17367000,17536000,17702000,17864000,18023000,18178000,18329000,18476000,18619000,18758000,18894000,19025000,19153000,19276000,19396000,19512000,19623000,19731000,19835000,19935000,20032000,20124000,20213000,20298000,20379000,20458000
Vietnam,"Population, male",16116127,16608864,17112146,17625353,18148416,18680647,19222346,19771307,20321392,20864780,21396277,21913904,22420433,22921547,23425522,23939046,24463227,24998256,25548784,26120107,26715758,27337443,27983751,28650987,29333584,30026814,30727192,31433347,32144885,32862202,33583928,34310425,35036122,35746708,36423777,37054254,37633576,38165512,38656060,39115165,39551405,39966571,40362236,40746887,41130693,41521821,41922949,42335315,42763470,43211927,43683067,44179794,44699598,45232418,45764246,46284562,46788873,47278444,47755000,48224000,48688000,49146000,49595000,50032000,50451000,50848000,51222000,51574000,51905000,52217000,52512000,52789000,53050000,53297000,53533000,53759000,53977000,54187000,54391000,54588000,54781000,54969000,55153000,55331000,55504000,55670000,55829000,55981000,56125000,56259000,56383000
Virgin Islands (U.S.),"Population, male",16112,17034,17416,19847,20376,21756,23134,24608,27922,30204,31727,35354,37888,41591,44282,46329,46955,45317,46471,46471,48089,48221,48415,48680,48934,49109,49221,49293,49335,49371,50763,51117,51470,51790,52055,52221,52291,52368,52431,52443,52459,52424,52431,52452,52438,52402,52297,52176,52081,51973,51858,51762,51673,51582,51488,51380,51265,51131,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,50000,50000,50000,50000,50000,50000,50000,49000,49000,49000,49000,49000,49000,48000,48000,48000,48000,48000,47000,47000
